date,HOUST,HOUST_dt,UNRATENSA,UNRATENSA_dt,EMRATIO,EMRATIO_dt,UEMPMED,UEMPMED_dt,UMCSENT,UMCSENT_dt,USSLIND,USSLIND_dt,KCFSI,KCFSI_dt,IPMAN,IPMAN_dt,VIXCLS,VIXCLS_dt,DGS10,DGS10_dt
desc,Housing Starts: Total: New Privately Owned Housing Units Started,,Civilian Unemployment Rate NSA,,Civilian Employment-Population Ratio,,Median Duration of Unemployment,,University of Michigan: Consumer Sentiment,,Leading Index For United States,,Kansas City Financial Stress Index,,Industrial Production: Manufacturing (NAICS),,CBOE Volatility Index: NSA,,10-Year Treasury Constant Maturity Rate,
11/29/1997,1528,10/1/1997,,,63.7,10/1/1997,7.6,10/1/1997,,,,,,,,,,,,
11/30/1997,1528,10/1/1997,,,63.7,10/1/1997,7.6,10/1/1997,,,,,,,,,,,,
12/1/1997,1528,10/1/1997,,,63.7,10/1/1997,7.6,10/1/1997,,,,,,,,,,,,
12/2/1997,1528,10/1/1997,,,63.7,10/1/1997,7.6,10/1/1997,,,,,,,,,,,,
12/3/1997,1528,10/1/1997,,,63.7,10/1/1997,7.6,10/1/1997,,,,,,,,,,,,
12/4/1997,1528,10/1/1997,,,63.7,10/1/1997,7.6,10/1/1997,,,,,,,,,,,,
12/5/1997,1528,10/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/6/1997,1528,10/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/7/1997,1528,10/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/8/1997,1528,10/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/9/1997,1528,10/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/10/1997,1528,10/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/11/1997,1528,10/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/12/1997,1528,10/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/13/1997,1528,10/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/14/1997,1528,10/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/15/1997,1528,10/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/16/1997,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/17/1997,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/18/1997,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/19/1997,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/20/1997,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/21/1997,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/22/1997,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/23/1997,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/24/1997,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/25/1997,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/26/1997,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/27/1997,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/28/1997,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/29/1997,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/30/1997,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
12/31/1997,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
1/1/1998,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
1/2/1998,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
1/3/1998,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
1/4/1998,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
1/5/1998,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
1/6/1998,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
1/7/1998,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
1/8/1998,1531,11/1/1997,,,64,11/1/1997,7.8,11/1/1997,,,,,,,,,,,,
1/9/1998,1531,11/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/10/1998,1531,11/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/11/1998,1531,11/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/12/1998,1531,11/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/13/1998,1531,11/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/14/1998,1531,11/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/15/1998,1531,11/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/16/1998,1531,11/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/17/1998,1531,11/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/18/1998,1531,11/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/19/1998,1531,11/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/20/1998,1531,11/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/21/1998,1531,11/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/22/1998,1519,12/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/23/1998,1519,12/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/24/1998,1519,12/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/25/1998,1519,12/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/26/1998,1519,12/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/27/1998,1519,12/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/28/1998,1519,12/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/29/1998,1519,12/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/30/1998,1519,12/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
1/31/1998,1519,12/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
2/1/1998,1519,12/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
2/2/1998,1519,12/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
2/3/1998,1519,12/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
2/4/1998,1519,12/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
2/5/1998,1519,12/1/1997,,,64.1,12/1/1997,7.7,12/1/1997,,,,,,,,,,,,
2/6/1998,1519,12/1/1997,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/7/1998,1519,12/1/1997,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/8/1998,1519,12/1/1997,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/9/1998,1519,12/1/1997,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/10/1998,1519,12/1/1997,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/11/1998,1519,12/1/1997,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/12/1998,1519,12/1/1997,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/13/1998,1519,12/1/1997,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/14/1998,1519,12/1/1997,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/15/1998,1519,12/1/1997,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/16/1998,1519,12/1/1997,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/17/1998,1519,12/1/1997,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/18/1998,1534,1/1/1998,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/19/1998,1534,1/1/1998,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/20/1998,1534,1/1/1998,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/21/1998,1534,1/1/1998,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/22/1998,1534,1/1/1998,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/23/1998,1534,1/1/1998,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/24/1998,1534,1/1/1998,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/25/1998,1534,1/1/1998,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/26/1998,1534,1/1/1998,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/27/1998,1534,1/1/1998,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
2/28/1998,1534,1/1/1998,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
3/1/1998,1534,1/1/1998,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
3/2/1998,1534,1/1/1998,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
3/3/1998,1534,1/1/1998,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
3/4/1998,1534,1/1/1998,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
3/5/1998,1534,1/1/1998,,,64.2,1/1/1998,7.4,1/1/1998,,,,,,,,,,,,
3/6/1998,1534,1/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/7/1998,1534,1/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/8/1998,1534,1/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/9/1998,1534,1/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/10/1998,1534,1/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/11/1998,1534,1/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/12/1998,1534,1/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/13/1998,1534,1/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/14/1998,1534,1/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/15/1998,1534,1/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/16/1998,1534,1/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/17/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/18/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/19/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/20/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/21/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/22/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/23/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/24/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/25/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/26/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/27/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/28/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/29/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/30/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
3/31/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
4/1/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
4/2/1998,1636,2/1/1998,,,64.2,2/1/1998,7.2,2/1/1998,,,,,,,,,,,,
4/3/1998,1636,2/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/4/1998,1636,2/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/5/1998,1636,2/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/6/1998,1636,2/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/7/1998,1636,2/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/8/1998,1636,2/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/9/1998,1636,2/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/10/1998,1636,2/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/11/1998,1636,2/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/12/1998,1636,2/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/13/1998,1636,2/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/14/1998,1636,2/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/15/1998,1636,2/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/16/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/17/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/18/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/19/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/20/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/21/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/22/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/23/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/24/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/25/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/26/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/27/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/28/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/29/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
4/30/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
5/1/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
5/2/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
5/3/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
5/4/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
5/5/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
5/6/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
5/7/1998,1590,3/1/1998,,,64,3/1/1998,6.8,3/1/1998,,,,,,,,,,,,
5/8/1998,1590,3/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/9/1998,1590,3/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/10/1998,1590,3/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/11/1998,1590,3/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/12/1998,1590,3/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/13/1998,1590,3/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/14/1998,1590,3/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/15/1998,1590,3/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/16/1998,1590,3/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/17/1998,1590,3/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/18/1998,1590,3/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/19/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/20/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/21/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/22/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/23/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/24/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/25/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/26/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/27/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/28/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/29/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/30/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
5/31/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
6/1/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
6/2/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
6/3/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
6/4/1998,1538,4/1/1998,,,64.2,4/1/1998,6.4,4/1/1998,,,,,,,,,,,,
6/5/1998,1538,4/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/6/1998,1538,4/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/7/1998,1538,4/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/8/1998,1538,4/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/9/1998,1538,4/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/10/1998,1538,4/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/11/1998,1538,4/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/12/1998,1538,4/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/13/1998,1538,4/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/14/1998,1538,4/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/15/1998,1538,4/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/16/1998,1530,5/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/17/1998,1530,5/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/18/1998,1530,5/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/19/1998,1530,5/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/20/1998,1530,5/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/21/1998,1530,5/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/22/1998,1530,5/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/23/1998,1530,5/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/24/1998,1530,5/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/25/1998,1530,5/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/26/1998,1530,5/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/27/1998,1530,5/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/28/1998,1530,5/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/29/1998,1530,5/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
6/30/1998,1530,5/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
7/1/1998,1530,5/1/1998,,,64.2,5/1/1998,5.9,5/1/1998,,,,,,,,,,,,
7/2/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/3/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/4/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/5/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/6/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/7/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/8/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/9/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/10/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/11/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/12/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/13/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/14/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/15/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/16/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/17/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/18/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/19/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/20/1998,1530,5/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/21/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/22/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/23/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/24/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/25/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/26/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/27/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/28/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/29/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/30/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,,,,,,,,,,,,
7/31/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,105.2,7/1/1998,,,,,,,,,,
8/1/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,105.2,7/1/1998,,,,,,,,,,
8/2/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,105.2,7/1/1998,,,,,,,,,,
8/3/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,105.2,7/1/1998,,,,,,,,,,
8/4/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,105.2,7/1/1998,,,,,,,,,,
8/5/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,105.2,7/1/1998,,,,,,,,,,
8/6/1998,1615,6/1/1998,,,64,6/1/1998,6.6,6/1/1998,105.2,7/1/1998,,,,,,,,,,
8/7/1998,1615,6/1/1998,,,63.9,7/1/1998,6.6,7/1/1998,105.2,7/1/1998,,,,,,,,,,
8/8/1998,1615,6/1/1998,,,63.9,7/1/1998,6.6,7/1/1998,105.2,7/1/1998,,,,,,,,,,
8/9/1998,1615,6/1/1998,,,63.9,7/1/1998,6.6,7/1/1998,105.2,7/1/1998,,,,,,,,,,
8/10/1998,1615,6/1/1998,,,63.9,7/1/1998,6.6,7/1/1998,105.2,7/1/1998,,,,,,,,,,
8/11/1998,1615,6/1/1998,,,63.9,7/1/1998,6.6,7/1/1998,105.2,7/1/1998,,,,,,,,,,
8/12/1998,1615,6/1/1998,,,63.9,7/1/1998,6.6,7/1/1998,105.2,7/1/1998,,,,,,,,,,
8/13/1998,1615,6/1/1998,,,63.9,7/1/1998,6.6,7/1/1998,105.2,7/1/1998,,,,,,,,,,
8/14/1998,1615,6/1/1998,,,63.9,7/1/1998,6.6,7/1/1998,105.2,7/1/1998,,,,,,,,,,
